year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2023,35,114391000000,426729984,8/16/2023 15:35,8/16/2023 15:52,76.187.116.38,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a month,Less than once a month,Not at all,NA,At least once a week,At least once a week,Not at all,Advanced,Basic stuff,Basic stuff,Intermediate,Not at all,NA,Basic stuff,Basic stuff,Unsure,Unsure,Unsure,Very much,Very much,Unsure,Not at all,Not at all,Unsure,Very much,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Very much,Very much,Unsure,Very much,Very much,Unsure,Arius,,Excel,,SAS,Python,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,Too busy studying for exams,,,,,Not enough time,,,,Credibility,,,,NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,Up to 30 years old,United States,,Insurance company,,5-Jan,Less than 5,,,NA,,,,,Not enough time,,,Arius,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,None yet,,,,No
2023,36,114391000000,426729984,8/16/2023 15:40,8/16/2023 15:43,99.23.210.195,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,At least once a week,Intermediate,Basic stuff,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Basic stuff,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,R,Excel,,,Python,,NA,,SQL,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,NA,Up to 30 years old,United States,,Insurance company,,200+,Less than 5,Not at all,Not at all,NA,,,,,,,,,,,,,,,,Self-study,Online course,In-person course,,,,,,None yet,,,,No
2023,37,114391000000,426729984,8/16/2023 15:31,8/16/2023 15:36,134.238.195.193,NA,NA,NA,NA,At least once a day,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Advanced,Advanced,Basic stuff,Not at all,Basic stuff,Not at all,NA,Not at all,Not at all,Somewhat,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Very much,Very much,Somewhat,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Very much,Somewhat,,R,Excel,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,Lack of management support,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,"Bayesian analysis, and/or MCMC",NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,51-60 years old,United States,,Insurance company,,51-200,More than 20,Not at all,,NA,,,,,,No perceived benefit,,ChatGPT/Prompt Engineering,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,,FCAS,,Yes
2023,38,114391000000,426729984,8/16/2023 15:04,8/16/2023 15:09,107.77.209.128,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,At least once a week,Less than once a month,Not at all,NA,Not at all,At least once a week,Advanced,Advanced,Not at all,Intermediate,Intermediate,Not at all,NA,Not at all,Advanced,Very much,Unsure,Unsure,Somewhat,Unsure,Unsure,,,,Somewhat,,,Somewhat,,,,,,NA,NA,NA,,,,Somewhat,,,Julia,R,Excel,,SAS,Python,,NA,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,Unsupervised learning methods like clustering or PCA,,,NA,31-40 years old,United States,,Insurance company,,5-Jan,Less than 5,At least once a day,Not at all,NA,,,,,,,Not part of current tasks,Julia,No,VS Code,,,,,,Self-study,Online course,,,Frequency-severity,,,,None yet,,,,Yes
2023,39,114391000000,426729984,8/16/2023 14:56,8/16/2023 14:59,199.68.38.224,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a day,Not at all,At least once a month,NA,At least once a month,Not at all,Not at all,Intermediate,Not at all,Advanced,Not at all,Basic stuff,NA,Basic stuff,Not at all,Unsure,Unsure,Unsure,Very much,Very much,Unsure,,,,Very much,Very much,Unsure,,,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,,,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,31-40 years old,United States,,Insurance company,,25-Nov,Between 10 and 15,Not at all,Not at all,NA,,,,,Not enough time,,,,,,,,,,,,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,,,FCAS,,Yes
2023,40,114391000000,426729984,8/16/2023 14:54,8/16/2023 14:58,66.176.185.160,NA,NA,NA,NA,Less than once a month,At least once a day,At least once a week,Not at all,Not at all,Not at all,NA,Less than once a month,At least once a week,Basic stuff,Advanced,Intermediate,Not at all,Not at all,Not at all,NA,Not at all,Intermediate,Very much,Very much,Very much,Very much,Very much,Very much,Somewhat,Unsure,Unsure,Very much,Unsure,Unsure,Very much,Unsure,Unsure,,Very much,Very much,NA,NA,NA,Very much,Very much,Very much,Very much,Very much,Very much,,R,,,,,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,United States,,Insurance company,,25-Nov,Between 5 and 10,,Not at all,NA,,,,,,,,,,,,,Unsure,Unsure,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,None yet,,,,Yes
2023,41,114391000000,426729984,8/16/2023 14:40,8/16/2023 14:43,76.28.97.252,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,At least once a month,Basic stuff,Intermediate,Basic stuff,Basic stuff,Basic stuff,Not at all,NA,Not at all,Basic stuff,Very much,Very much,,Very much,Very much,,Not at all,Not at all,,Unsure,Unsure,,Somewhat,Somewhat,,Somewhat,Somewhat,,NA,NA,NA,Unsure,Unsure,,Not at all,Not at all,,,R,Excel,,,,,NA,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,,,,,Credibility,,,"Bayesian analysis, and/or MCMC",NA,,,NA,,,,,NA,Up to 30 years old,United States,,Consulting Firm,,5-Jan,Between 5 and 10,Less than once a month,Intermediate,NA,,,,,,No perceived benefit,,,,Arius,Arius,,,,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,None yet,,,,No
2023,42,114391000000,426729984,8/16/2023 14:33,8/16/2023 14:38,99.251.160.141,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,At least once a day,Not at all,NA,Less than once a month,At least once a month,Advanced,Expert,Intermediate,Intermediate,Advanced,Basic stuff,NA,Basic stuff,Advanced,Very much,Somewhat,Very much,Unsure,Very much,Unsure,Unsure,Very much,Unsure,Not at all,Not at all,Unsure,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,NA,NA,NA,Unsure,Unsure,Unsure,Not at all,Not at all,Unsure,,,,,,Python,,NA,,,,,,,,Not enough time,,,,,,Financial cost,,,,,,,Excess loss analysis,,NA,,,NA,Tree-based methods like random forests,,,,NA,Up to 30 years old,Canada,,Insurance company,,10-Jun,Between 5 and 10,Not at all,Not at all,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,,,,,,,,None yet,,,,No
2023,43,114391000000,426729984,8/16/2023 14:20,8/16/2023 14:23,69.46.235.114,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,At least once a week,NA,Less than once a month,At least once a week,Not at all,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,NA,Basic stuff,Basic stuff,Unsure,Unsure,Unsure,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,NA,NA,NA,Very much,Very much,Very much,Very much,Very much,Very much,,,,,,,,NA,,,,,,,,Not enough time,No perceived benefit,,,,,,,No perceived benefit,,,Credibility,,Excess loss analysis,,NA,,,NA,,,,,NA,51-60 years old,United States,,Insurance company,,25-Nov,More than 20,Not at all,,NA,,,,,,No perceived benefit,,,,,,,,,,,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,,,,FCAS,,No
2023,44,114391000000,426729984,8/16/2023 14:04,8/16/2023 14:14,47.229.150.165,NA,NA,NA,NA,At least once a day,At least once a day,At least once a day,Not at all,Not at all,Not at all,NA,Not at all,At least once a week,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,NA,Advanced,Expert,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Not at all,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,,R,,,,,,NA,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",NA,,AI/deep learning,NA,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,NA,Up to 30 years old,United States,,Other (please specify),Tech Company (Gig Economy),5-Jan,Less than 5,At least once a week,Intermediate,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,,None yet,,,,Yes
2023,45,114391000000,426729984,8/16/2023 13:58,8/16/2023 14:11,164.153.63.152,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,Not at all,At least once a month,Not at all,NA,Not at all,Not at all,Intermediate,Expert,Not at all,Not at all,Basic stuff,Not at all,NA,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,R,,,,Python,,NA,,,,,,,,Not enough time,,,,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,61 or older,United States,,Consulting Firm,,5-Jan,More than 20,At least once a day,,NA,,,Lack of IT support,,,,,"Apply basic CAS principles and MCMC sim techniques to analyze ERM risks such as FX, Recessions, Business Interruption (including Epidemic and/or Pandemic) exposures.",,@Risk add-in for Excel,,Not at all,Not at all,Not at all,,,Online course,,,,,Simulation,Lack of knowledge,,ACAS,,,No
2023,46,114391000000,426729984,8/16/2023 13:58,8/16/2023 14:03,96.237.136.222,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,At least once a week,Not at all,NA,Not at all,Not at all,Not at all,Expert,Basic stuff,Not at all,Basic stuff,Not at all,NA,Not at all,Not at all,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Very much,Somewhat,Somewhat,Very much,Very much,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Not at all,Somewhat,Unsure,Unsure,Unsure,Earnix Price-It,,Excel,,,Python,,NA,,,,,,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,,,,,,"Linear regression, including GLMs",,Premium adjustment,,,NA,,,NA,,,,,NA,41-50 years old,United States,,Consulting Firm,,26-50,Less than 5,At least once a day,Expert,NA,,,,,,,,Earnix Price-It,,Earnix Price-It,Earnix Price-It,Very much,Not at all,Very much,Earnix Price-It,Self-study,Online course,,,Frequency-severity,,Simulation,Lack of knowledge,None yet,,,,No
2023,47,114391000000,426729984,8/16/2023 13:39,8/16/2023 13:42,170.202.22.106,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a week,At least once a week,At least once a week,NA,At least once a week,At least once a day,Basic stuff,Expert,Intermediate,Expert,Expert,Advanced,NA,Intermediate,Expert,Somewhat,Somewhat,Unsure,Very much,Very much,Somewhat,Unsure,Unsure,Unsure,Very much,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Very much,Very much,Very much,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,,,,,,Python,,NA,,,,,,,,Not enough time,,,,,,Financial cost,,,,"Linear regression, including GLMs",,,,,NA,"Time series analysis, including claim trend analysis",,NA,Tree-based methods like random forests,,,,NA,31-40 years old,United States,,Insurance company,,200+,Between 5 and 10,Not at all,Not at all,NA,,,,,,,Less Applica table to current work ,,,,,,,,,Self-study,,,,,,,,,ACAS,,,Yes
2023,48,114391000000,426729984,8/16/2023 12:40,8/16/2023 12:46,199.19.248.40,NA,NA,NA,NA,At least once a month,At least once a day,Less than once a month,At least once a day,At least once a month,Less than once a month,NA,Less than once a month,At least once a day,Intermediate,Expert,Intermediate,Expert,Intermediate,Basic stuff,NA,Basic stuff,Expert,Very much,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Very much,Very much,Somewhat,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,,R,,,,Python,,NA,,,,,,,,Not enough time,,,,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,"Bayesian analysis, and/or MCMC",NA,,,NA,Tree-based methods like random forests,,,,NA,51-60 years old,United States,,Insurance company,,25-Nov,Between 15 and 20,,,NA,,,Lack of IT support,,Not enough time,,,,,,,,,,,Self-study,,,,Frequency-severity,,,,,,FCAS,,No
2023,49,114391000000,426729984,8/16/2023 12:24,8/16/2023 12:27,161.69.116.11,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,At least once a week,At least once a week,Basic stuff,Expert,Basic stuff,Not at all,Not at all,Not at all,NA,Basic stuff,Basic stuff,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,,,,,,,,,,,,,NA,NA,NA,Very much,Somewhat,Very much,Very much,Very much,,,R,,,,,,NA,,SQL,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,,,,NA,41-50 years old,United States,,Insurance company,,51-200,More than 20,,,NA,,,,,,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,No
2023,50,114391000000,426729984,8/16/2023 12:16,8/16/2023 12:19,184.57.212.7,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,At least once a day,At least once a week,Not at all,NA,,At least once a week,Intermediate,Expert,Basic stuff,Advanced,Intermediate,Not at all,NA,Not at all,Advanced,Very much,,,Very much,,,Not at all,,,Very much,,,Very much,,,Unsure,,,NA,NA,NA,Unsure,,,Very much,,,,,,,,,,NA,,,,,,,,,,,,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,Tree-based methods like random forests,,,,NA,Up to 30 years old,United States,,Insurance company,,51-200,Between 5 and 10,,,NA,,,,,,,,,,,,,,,,,,,,Frequency-severity,,,,,ACAS,,,No
2023,51,114391000000,426729984,8/16/2023 11:34,8/16/2023 11:39,198.16.167.179,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,At least once a week,Less than once a month,Not at all,NA,Not at all,At least once a day,Expert,Expert,Advanced,Expert,Advanced,Basic stuff,NA,Basic stuff,Advanced,Very much,Very much,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Unsure,Very much,Very much,Unsure,Not at all,Not at all,Unsure,NA,NA,NA,Not at all,Not at all,Unsure,Somewhat,Somewhat,Unsure,,R,,,,,,NA,,SQL,,,,,,,,,,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,NA,,,NA,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,NA,Up to 30 years old,Canada,,Insurance company,,26-50,Between 5 and 10,Not at all,Not at all,NA,,,,,Not enough time,No perceived benefit,,,,,,,,Unsure,,Self-study,,,,Frequency-severity,,,Lack of knowledge,,,FCAS,,No
2023,52,114391000000,426729984,8/16/2023 11:21,8/16/2023 11:29,162.136.42.1,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,At least once a day,Advanced,Expert,Basic stuff,Expert,Not at all,Not at all,NA,Not at all,Expert,Very much,Very much,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,NA,NA,NA,Unsure,Unsure,Unsure,Very much,Very much,Very much,,R,Excel,,,,,NA,,SQL,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,"Time series analysis, including claim trend analysis",,NA,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,NA,41-50 years old,United States,,Insurance company,,51-200,Between 10 and 15,Not at all,,NA,Insufficient/inadequate staff,,,,Not enough time,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,,FCAS,,Yes
2023,53,114391000000,426729984,8/16/2023 10:16,8/16/2023 10:18,71.167.167.28,NA,NA,NA,NA,At least once a day,At least once a day,At least once a month,Not at all,Less than once a month,At least once a month,NA,Less than once a month,At least once a day,Expert,Expert,Advanced,Not at all,Basic stuff,Basic stuff,NA,Basic stuff,Expert,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Very much,Not at all,Somewhat,Very much,NA,NA,NA,Somewhat,Somewhat,Very much,Very much,Very much,Very much,,,,,,Python,,NA,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,,,"Bayesian analysis, and/or MCMC",NA,,,NA,,,,,NA,Up to 30 years old,United States,,Insurance company,,25-Nov,Less than 5,,,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,,,,Frequency-severity,,Simulation,,,ACAS,,,No
2023,54,114391000000,426729984,8/16/2023 9:59,8/16/2023 10:04,173.14.178.133,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Less than once a month,NA,Not at all,At least once a month,Not at all,Advanced,Not at all,Not at all,Not at all,Basic stuff,NA,Not at all,Basic stuff,Very much,Very much,Very much,Somewhat,Very much,Somewhat,,,,,,,,,,Somewhat,Somewhat,Not at all,NA,NA,NA,,,,Very much,Very much,Very much,,R,,,,,,NA,,,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,61 or older,United States,,Consulting Firm,,5-Jan,More than 20,Not at all,,NA,,,,,Not enough time,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,,,ACAS,,,No
2023,55,114391000000,426729984,8/16/2023 9:57,8/16/2023 10:02,50.202.128.66,NA,NA,NA,NA,Less than once a month,At least once a day,Less than once a month,Not at all,At least once a month,At least once a month,NA,At least once a month,At least once a week,Basic stuff,Expert,Intermediate,Not at all,Intermediate,Basic stuff,NA,Intermediate,Advanced,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,Excel,,,Python,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,Credibility,Premium adjustment,,,NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,41-50 years old,United States,,Insurance company,,5-Jan,More than 20,,,NA,Insufficient/inadequate staff,,,,Not enough time,,,,,,,,,,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,Yes
2023,56,114391000000,426729984,8/16/2023 9:46,8/16/2023 9:50,165.225.221.65,NA,NA,NA,NA,Less than once a month,At least once a day,Less than once a month,Not at all,Less than once a month,Less than once a month,NA,Less than once a month,At least once a month,Intermediate,Expert,Advanced,Basic stuff,Basic stuff,Basic stuff,NA,Intermediate,Intermediate,Somewhat,Somewhat,Unsure,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Very much,Somewhat,Somewhat,NA,NA,NA,Very much,Somewhat,Unsure,Very much,Very much,Unsure,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,NA,,,NA,,,,,NA,51-60 years old,United States,,Reinsurance company,,51-200,More than 20,At least once a month,Advanced,NA,,,,,,,,,,MATLAB,MATLAB,,,,,Self-study,,,,Frequency-severity,,Simulation,,,,FCAS,,Yes
