respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202200418,FCAS,"(40, 50]",United States,Other,"(5, 10]","[15, 20)",2022
202200419,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200420,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200421,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200422,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200423,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200424,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200425,None,"(30, 40]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200426,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200427,ACAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2022
202200428,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2022
202200429,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200430,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2022
202200431,FCAS,"(50, 60]",United States,NA,"(0, 5]","[20, Inf)",2022
202200432,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)",2022
202200433,None,"(0, 30]",United States,Broker,"(50, 200]","(0, 5)",2022
202200434,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200435,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200436,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200437,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200438,FCAS,"(40, 50]",United States,Insurance,"(5, 10]",NA,2022
202200439,None,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2022
202200440,None,"(0, 30]",United States,Consulting,"(5, 10]","(0, 5)",2022
202200441,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200442,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200443,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200444,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200445,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200446,ACAS,"(50, 60]",United States,Reinsurance,"(200, Inf)","[20, Inf)",2022
202200447,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2022
202200448,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200449,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200450,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200451,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200452,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2022
202200453,FCAS,"(50, 60]",United States,Broker,"(25, 50]","[20, Inf)",2022
202200454,FCAS,"(60, Inf)",United States,Other,"(50, 200]","[20, Inf)",2022
202200455,None,"(30, 40]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200456,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200457,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[20, Inf)",2022
202200458,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[5, 10)",2022
202200459,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200460,FCAS,"(40, 50]",Other,Reinsurance,"(25, 50]","[5, 10)",2022
202200461,None,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200462,None,"(0, 30]",United States,Consulting,"(25, 50]","(0, 5)",2022
202200463,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200464,FCAS,"(60, Inf)",United States,Consulting,"(5, 10]","[20, Inf)",2022
202200465,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200466,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[10, 15)",2022
202200467,FCAS,"(30, 40]",Canada,Consulting,"(5, 10]","[15, 20)",2022
202200468,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200469,FCAS,"(50, 60]",Other,NA,"(0, 5]","[20, Inf)",2022
202200470,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2022
202200471,ACAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2022
202200472,ACAS,"(60, Inf)",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200473,ACAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2022
202200474,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200475,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200476,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200477,FCAS,"(40, 50]",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200478,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200479,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200480,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200481,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2022
202200482,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200483,None,"(0, 30]",Canada,Consulting,"(10, 25]","(0, 5)",2022
202200484,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200485,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2022
202200486,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200487,None,"(30, 40]",United States,Broker,"(5, 10]","[5, 10)",2022
202200488,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200489,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200490,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200491,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200492,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200493,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200494,None,"(30, 40]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200495,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200496,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200497,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200498,ACAS,NA,United States,Insurance,NA,"[20, Inf)",2022
202200499,FCAS,"(50, 60]",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200500,ACAS,"(0, 30]",United States,Other,"(0, 5]","(0, 5)",2022
202200501,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200502,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2022
202200503,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200504,FCAS,"(40, 50]",United States,Consulting,"(0, 5]","[15, 20)",2022
202200505,FCAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2022
202200506,FCAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200507,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200508,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200509,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200510,None,"(30, 40]",United States,Reinsurance,"(25, 50]","[5, 10)",2022
202200511,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200512,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2022
202200513,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2022
202200514,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[15, 20)",2022
202200515,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200516,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200517,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200518,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2022
202200519,None,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200520,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200521,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200522,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2022
202200523,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200524,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200525,FCAS,"(50, 60]",United States,Reinsurance,"(25, 50]","[20, Inf)",2022
202200526,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200527,None,"(30, 40]",Other,Insurance,"(10, 25]","[5, 10)",2022
202200528,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200529,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200530,FCAS,"(0, 30]",United States,Consulting,"(25, 50]","[5, 10)",2022
202200531,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2022
202200532,ACAS,"(50, 60]",United States,NA,"(5, 10]","[20, Inf)",2022
202200533,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200534,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200535,ACAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2022
202200536,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2022
202200537,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200538,FCAS,"(50, 60]",United States,Reinsurance,"(0, 5]","[20, Inf)",2022
202200539,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200540,ACAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200541,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200542,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2022
202200543,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200544,None,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200545,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200546,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200547,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200548,ACAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2022
202200549,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200550,FCAS,"(50, 60]",Other,Reinsurance,"(5, 10]","[20, Inf)",2022
202200551,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2022
202200552,FCAS,NA,Other,Other,"(200, Inf)","[20, Inf)",2022
202200553,ACAS,"(40, 50]",Asia,Insurance,"(0, 5]","[5, 10)",2022
202200554,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200555,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2022
202200556,FCAS,"(0, 30]",Canada,Insurance,"(200, Inf)","[5, 10)",2022
202200557,FCAS,"(50, 60]",Canada,Other,"(5, 10]","[20, Inf)",2022
202200558,None,"(30, 40]",Asia,Other,"(0, 5]","[10, 15)",2022
202200559,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200560,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200561,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2022
202200562,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200563,FCAS,NA,United States,Reinsurance,"(5, 10]","[15, 20)",2022
202200564,FCAS,"(60, Inf)",United States,Insurance,NA,"[20, Inf)",2022
202200565,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200566,ACAS,"(40, 50]",United States,Consulting,"(5, 10]","[15, 20)",2022
202200567,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200568,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200569,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200570,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200571,None,"(40, 50]",Canada,Insurance,"(50, 200]","(0, 5)",2022
202200572,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200573,FCAS,"(40, 50]",United States,Consulting,"(25, 50]","[15, 20)",2022
202200574,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200575,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200576,None,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200577,None,"(0, 30]",United States,Reinsurance,"(5, 10]","[5, 10)",2022
202200578,ACAS,"(60, Inf)",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200579,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200580,FCAS,"(30, 40]",Asia,Reinsurance,"(5, 10]","[5, 10)",2022
202200581,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2022
202200582,FCAS,"(60, Inf)",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200583,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200584,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200585,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200586,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200587,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[10, 15)",2022
202200588,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200589,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200590,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200591,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[10, 15)",2022
202200592,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)",2022
202200593,FCAS,"(0, 30]",Canada,Insurance,"(10, 25]","[5, 10)",2022
202200594,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200595,FCAS,"(0, 30]",Canada,Consulting,"(5, 10]","[5, 10)",2022
202200596,FCAS,"(40, 50]",United States,Other,"(50, 200]","[20, Inf)",2022
202200597,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200598,FCAS,"(50, 60]",United States,Insurance,NA,"[20, Inf)",2022
202200599,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200600,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200601,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200602,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200603,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200604,None,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200605,FCAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2022
202200606,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200607,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200608,ACAS,"(40, 50]",Canada,Insurance,"(50, 200]","[15, 20)",2022
202200609,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200610,FCAS,"(0, 30]",Canada,Insurance,"(10, 25]","[5, 10)",2022
202200611,FCAS,"(50, 60]",Other,Consulting,"(50, 200]","[20, Inf)",2022
202200612,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2022
202200613,None,"(30, 40]",United States,Other,"(5, 10]","[10, 15)",2022
202200614,FCAS,"(50, 60]",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200615,FCAS,"(40, 50]",Canada,Other,"(0, 5]","[20, Inf)",2022
202200616,FCAS,NA,United States,Consulting,"(0, 5]","[20, Inf)",2022
202200617,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200618,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200619,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2022
202200620,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200621,FCAS,"(50, 60]",United States,Broker,"(0, 5]","[20, Inf)",2022
202200622,ACAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2022
202200623,None,"(0, 30]",Canada,Insurance,"(200, Inf)","(0, 5)",2022
202200624,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200625,None,"(0, 30]",Other,Insurance,"(0, 5]","(0, 5)",2022
202200626,ACAS,"(40, 50]",United States,Other,"(0, 5]","[10, 15)",2022
202200627,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200628,FCAS,"(30, 40]",Other,Reinsurance,"(200, Inf)","[10, 15)",2022
202200629,FCAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[5, 10)",2022
202200630,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2022
202200631,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2022
202200632,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2022
202200633,FCAS,"(0, 30]",United States,Reinsurance,"(50, 200]","[5, 10)",2022
202200634,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2022
202200635,FCAS,"(60, Inf)",Other,NA,NA,"[20, Inf)",2022
202200636,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200637,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2022
202200638,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200639,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200640,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200641,None,"(0, 30]",Asia,Consulting,"(0, 5]","(0, 5)",2022
202200642,None,NA,NA,NA,NA,NA,2022
202200643,None,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2022
202200644,ACAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2022
202200645,FCAS,"(30, 40]",Other,Insurance,"(50, 200]","[10, 15)",2022
202200646,None,"(0, 30]",United States,Consulting,"(50, 200]","(0, 5)",2022
202300001,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2023
202300002,FCAS,"(50, 60]",United States,Other,"(5, 10]","[20, Inf)",2023
202300003,FCAS,NA,United States,Consulting,"(10, 25]","[20, Inf)",2023
202300004,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300005,FCAS,"(60, Inf)",United States,Consulting,"(10, 25]","[20, Inf)",2023
202300006,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300007,FCAS,"(30, 40]",United States,Reinsurance,"(50, 200]","[10, 15)",2023
202300008,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300009,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300010,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300011,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300012,ACAS,"(60, Inf)",United States,NA,"(200, Inf)","[15, 20)",2023
202300013,FCAS,NA,United States,Insurance,"(5, 10]","[15, 20)",2023
202300014,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300015,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300016,ACAS,NA,United States,Insurance,"(25, 50]","[5, 10)",2023
202300017,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300018,None,"(0, 30]",United States,Consulting,"(10, 25]","(0, 5)",2023
202300019,ACAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2023
202300020,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300021,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300022,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300023,None,"(30, 40]",Asia,Reinsurance,"(10, 25]","[5, 10)",2023
202300024,FCAS,"(30, 40]",Other,Reinsurance,"(0, 5]","[15, 20)",2023
202300025,None,"(30, 40]",Asia,Insurance,"(200, Inf)","[5, 10)",2023
202300026,None,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300027,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2023
202300028,None,"(40, 50]",United States,Other,"(5, 10]","[20, Inf)",2023
202300029,None,"(30, 40]",Other,Consulting,"(0, 5]","[5, 10)",2023
202300030,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300031,ACAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[10, 15)",2023
202300032,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300033,ACAS,"(40, 50]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300034,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2023
202300035,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2023
202300036,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2023
202300037,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300038,None,"(30, 40]",United States,Insurance,"(0, 5]","(0, 5)",2023
202300039,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300040,None,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300041,None,"(0, 30]",United States,Consulting,"(0, 5]","[5, 10)",2023
202300042,None,"(0, 30]",Canada,Insurance,"(5, 10]","[5, 10)",2023
202300043,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300044,None,"(0, 30]",United States,Other,"(0, 5]","(0, 5)",2023
202300045,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300046,None,"(40, 50]",United States,Consulting,"(25, 50]","(0, 5)",2023
202300047,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300048,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300049,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300050,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
